name_fr,name_en,search_aka,region,category,basis,kcal_per_100,measures,default_measure,local_portion,status,notes,protein_g,carbs_g,fat_g
Moules,Mussels,moules mussels,international,fish,100g,86,gram:1|cup:150,gram,,estimate — verify,,12.0,4.0,2.2
Bar de mer entier,Whole fish (grilled),poisson entier whole fish,international,fish,100g,130,gram:1|piece:250,gram,,estimate — verify,,24.0,0.0,3.5
Œuf cru,Raw egg,oeuf cru raw egg,international,protein,100g,143,gram:1|piece:50,gram,,estimate — verify,,12.6,0.7,9.5
Œuf au plat (frit),Fried egg,oeuf plat frit fried egg,international,protein,100g,196,gram:1|piece:55,gram,,estimate — verify,with oil,13.6,0.8,15.3
Œuf poché,Poached egg,oeuf poche poached egg,international,protein,100g,143,gram:1|piece:50,gram,,estimate — verify,,12.5,0.7,9.5
Œuf dur,Hard-boiled egg,oeuf dur boiled egg,international,protein,100g,155,gram:1|piece:50,gram,,estimate — verify,,13.0,1.1,11.0
Fromage frais,Fresh soft cheese,fromage frais cream cheese,international,dairy,100g,250,gram:1|tablespoon:15,gram,,estimate — verify,,6.0,4.0,23.0
Mozzarella,Mozzarella,mozzarella,international,dairy,100g,280,gram:1|piece:125|slice:20,gram,,estimate — verify,,22.0,2.2,20.0
Parmesan,Parmesan,parmesan,international,dairy,100g,392,gram:1|tablespoon:5,gram,,estimate — verify,,36.0,4.0,25.0
Feta,Feta,feta,international,dairy,100g,264,gram:1|cup:150,gram,,estimate — verify,,14.0,4.0,21.0
Oignon,Onion,oignon onion,international,vegetable,100g,40,gram:1|piece:110|cup:160,gram,,estimate — verify,,1.1,9.3,0.1
Oignon frit,Fried onion,oignon frit fried onion,international,vegetable,100g,130,gram:1|cup:100,gram,,estimate — verify,,1.5,12.0,8.5
Tomate cerise,Cherry tomato,tomate cerise cherry tomato,international,vegetable,100g,18,gram:1|piece:15|cup:150,gram,,estimate — verify,,0.9,3.9,0.2
Épinard cuit,Cooked spinach,epinard cuit cooked spinach,international,vegetable,100g,23,gram:1|cup:180,gram,,estimate — verify,,3.0,3.8,0.4
Chou frisé (kale),Kale,chou frise kale,international,vegetable,100g,35,gram:1|cup:67,gram,,estimate — verify,,2.9,4.4,1.5
Haricot vert cuit,Cooked green beans,haricot vert cuit green beans,international,vegetable,100g,35,gram:1|cup:125,gram,,estimate — verify,,1.9,7.9,0.3
Patate douce cuite,Cooked sweet potato,patate douce sweet potato,international,vegetable,100g,90,gram:1|piece:130|cup:200,gram,,estimate — verify,,2.0,20.7,0.1
Patate douce frite,Sweet potato fries,patate douce frite sweet potato fries,international,vegetable,100g,280,gram:1|cup:120,gram,,estimate — verify,,2.5,38.0,13.0
Pomme de terre bouillie,Boiled potato,pomme terre bouillie boiled potato,international,vegetable,100g,87,gram:1|piece:150|cup:150,gram,,estimate — verify,,1.9,20.0,0.1
Pomme de terre au four,Baked potato,pomme terre four baked potato,international,vegetable,100g,93,gram:1|piece:170,gram,,estimate — verify,,2.5,21.0,0.1
Courge / potiron,Pumpkin / squash,courge potiron pumpkin squash,international,vegetable,100g,26,gram:1|cup:116,gram,,estimate — verify,,1.0,6.5,0.1
Radis,Radish,radis radish,international,vegetable,100g,16,gram:1|piece:5|cup:116,gram,,estimate — verify,,0.7,3.4,0.1
Navet,Turnip,navet turnip,international,vegetable,100g,28,gram:1|piece:120,gram,,estimate — verify,,0.9,6.4,0.1
Poireau cuit,Cooked leek,poireau cuit cooked leek,international,vegetable,100g,31,gram:1|piece:90,gram,,estimate — verify,,0.8,7.6,0.2
Asperges,Asparagus,asperges asparagus,international,vegetable,100g,20,gram:1|piece:20|cup:134,gram,,estimate — verify,,2.2,3.9,0.1
Artichaut,Artichoke,artichaut artichoke,international,vegetable,100g,47,gram:1|piece:120,gram,,estimate — verify,,3.3,10.5,0.2
Maïs en épi,Corn on the cob,mais epi corn cob,international,vegetable,100g,96,gram:1|piece:90,gram,,estimate — verify,,3.4,21.0,1.5
Champignon de Paris,Button mushroom,champignon paris button mushroom,international,vegetable,100g,22,gram:1|cup:70|piece:18,gram,,estimate — verify,,3.1,3.3,0.3
Champignon sauté,Sauteed mushroom,champignon saute sauteed mushroom,international,vegetable,100g,80,gram:1|cup:150,gram,,estimate — verify,with oil,3.5,4.0,6.0
Pleurotes,Oyster mushroom,pleurotes oyster mushroom,international,vegetable,100g,33,gram:1|cup:86,gram,,estimate — verify,,3.3,6.1,0.4
Champignon noir,Black fungus (wood ear),champignon noir wood ear,international,vegetable,100g,25,gram:1|cup:100,gram,,estimate — verify,,0.5,7.0,0.0
Banane,Banana,banane banana,international,fruit,100g,89,gram:1|piece:120,gram,,estimate — verify,,1.1,23.0,0.3
Melon,Melon,melon cantaloupe,international,fruit,100g,34,gram:1|cup:160|slice:160,gram,,estimate — verify,,0.8,8.2,0.2
Fruit de la passion,Passion fruit,fruit passion maracuja,international,fruit,100g,97,gram:1|piece:18,gram,,estimate — verify,,2.2,23.0,0.7
Litchi,Lychee,litchi lychee,international,fruit,100g,66,gram:1|piece:10|cup:190,gram,,estimate — verify,,0.8,17.0,0.4
Mandarine,Mandarin,mandarine mandarin clementine,international,fruit,100g,53,gram:1|piece:75,gram,,estimate — verify,,0.8,13.3,0.3
Abricot,Apricot,abricot apricot,international,fruit,100g,48,gram:1|piece:35,gram,,estimate — verify,,1.4,11.0,0.4
Framboises,Raspberries,framboise raspberry,international,fruit,100g,52,gram:1|cup:123,gram,,estimate — verify,,1.2,12.0,0.7
Mûres,Blackberries,mure blackberry,international,fruit,100g,43,gram:1|cup:144,gram,,estimate — verify,,1.4,10.0,0.5
Cassis,Blackcurrant,cassis blackcurrant,international,fruit,100g,63,gram:1|cup:112,gram,,estimate — verify,,1.4,15.0,0.4
Noix de coco fraîche,Fresh coconut,noix coco coconut,international,fruit,100g,354,gram:1|cup:80,gram,,estimate — verify,,3.3,15.0,33.5
Fruits secs (mélange),Mixed dried fruit,fruits secs dried fruit,international,fruit,100g,310,gram:1|handful:40|cup:150,gram,,estimate — verify,,3.0,74.0,1.0
Taboulé,Tabbouleh,taboule tabbouleh parsley bulgur,Middle East,dish,100g,130,gram:1|cup:150|plate:200,gram,,estimate — verify,,3.0,16.0,6.5
Fattoush,Fattoush,fattoush salad,Middle East,dish,100g,120,gram:1|plate:200,gram,,estimate — verify,,2.5,12.0,7.5
Kebab / kofta,Kebab / kofta,kebab kofta kefta grilled meat,Middle East,protein,100g,250,gram:1|piece:60|skewer:100,gram,,estimate — verify,,18.0,3.0,18.0
Chich taouk,Shish taouk,chich taouk shish tawook chicken skewer,Middle East,protein,100g,165,gram:1|skewer:100,gram,,estimate — verify,,27.0,2.0,5.5
Moutabal / baba ganoush,Baba ganoush,moutabal baba ganoush eggplant dip,Middle East,condiment,100g,150,gram:1|tablespoon:30|cup:250,gram,,estimate — verify,,3.0,9.0,12.0
Manakish,Manakish (zaatar flatbread),manakish manaeesh zaatar flatbread,Middle East,dish,100g,280,gram:1|piece:120,gram,,estimate — verify,,8.0,36.0,12.0
Foul medames,Foul medames (fava beans),foul medames ful fava beans,Middle East,dish,100g,120,gram:1|bowl:300|cup:240,gram,,estimate — verify,,7.0,16.0,3.5
Koshari,Koshari,koshari kushari rice lentil pasta,Middle East,dish,100g,165,gram:1|plate:350|cup:250,gram,,estimate — verify,Egyptian rice-lentil-pasta,5.5,30.0,3.0
Riz kabsa / mandi,Kabsa / mandi rice,kabsa mandi spiced rice meat,Middle East,rice dish,100g,185,gram:1|plate:350|cup:250,gram,,estimate — verify,,9.0,26.0,6.0
Chakchouka,Shakshuka,chakchouka shakshuka eggs tomato,Middle East,dish,100g,115,gram:1|plate:300|piece:250,gram,,estimate — verify,,6.0,7.0,7.0
Labneh,Labneh,labneh strained yogurt,Middle East,dairy,100g,150,gram:1|tablespoon:20|cup:230,gram,,estimate — verify,,6.0,7.0,10.0
Baklava,Baklava,baklava pastry honey nuts,Middle East,dessert,100g,430,gram:1|piece:50,gram,,estimate — verify,,6.0,45.0,26.0
Pain pita,Pita bread,pita pain arabe flatbread,Middle East,staple,100g,275,gram:1|piece:60,gram,,estimate — verify,,9.0,55.0,1.2
Falafel (assiette),Falafel plate,falafel plate wrap,Middle East,dish,100g,333,gram:1|piece:17|wrap:250,gram,,estimate — verify,,13.0,32.0,18.0
Dolma / feuilles de vigne,Dolma (stuffed vine leaves),dolma vine leaves stuffed,Middle East,dish,100g,180,gram:1|piece:25,gram,,estimate — verify,,3.0,20.0,10.0
Steak-frites,Steak and fries,steak frites,European,dish,100g,230,gram:1|plate:400,gram,,estimate — verify,,14.0,20.0,11.0
Ratatouille,Ratatouille,ratatouille vegetable stew,European,dish,100g,75,gram:1|cup:200|ladle:150,gram,,estimate — verify,,1.5,8.0,4.5
Cassoulet,Cassoulet,cassoulet bean sausage stew,European,dish,100g,180,gram:1|bowl:300|cup:240,gram,,estimate — verify,,11.0,15.0,9.0
Risotto,Risotto,risotto rice,European,dish,100g,165,gram:1|plate:300|cup:200,gram,,estimate — verify,,4.0,24.0,5.5
Pâtes carbonara,Pasta carbonara,carbonara pasta spaghetti,European,dish,100g,190,gram:1|plate:350,gram,,estimate — verify,,8.0,22.0,8.0
Bruschetta,Bruschetta,bruschetta toast tomato,European,snack,100g,210,gram:1|piece:50,gram,,estimate — verify,,5.0,26.0,9.0
Fish and chips,Fish and chips,fish and chips poisson frites,European,dish,100g,230,gram:1|plate:350,gram,,estimate — verify,,12.0,24.0,10.0
Petit-déjeuner anglais,English breakfast,english breakfast fry up,European,dish,100g,180,gram:1|plate:400,gram,,estimate — verify,"eggs, bacon, sausage, beans",10.0,10.0,12.0
Paella,Paella,paella rice seafood,European,rice dish,100g,160,gram:1|plate:350|cup:250,gram,,estimate — verify,,8.0,22.0,4.5
Tortilla española,Spanish omelette,tortilla espagnole potato omelette,European,dish,100g,165,gram:1|slice:120,gram,,estimate — verify,,6.0,13.0,10.0
Schnitzel,Schnitzel,schnitzel escalope panee,European,protein,100g,280,gram:1|piece:150,gram,,estimate — verify,,18.0,15.0,17.0
Goulash,Goulash,goulash beef stew,European,dish,100g,130,gram:1|bowl:300|cup:240,gram,,estimate — verify,,11.0,7.0,6.0
Moussaka,Moussaka,moussaka eggplant meat,European,dish,100g,165,gram:1|plate:300,gram,,estimate — verify,,8.0,10.0,10.0
Crêpe salée (galette),Savoury crepe (galette),crepe salee galette buckwheat,European,dish,100g,180,gram:1|piece:120,gram,,estimate — verify,,7.0,20.0,8.0
Mac and cheese,Mac and cheese,mac and cheese macaroni,American,dish,100g,190,gram:1|cup:200|plate:250,gram,,estimate — verify,,8.0,20.0,9.0
Côtes BBQ (ribs),BBQ ribs,bbq ribs pork ribs barbecue,American,protein,100g,290,gram:1|piece:120,gram,,estimate — verify,,22.0,6.0,20.0
Buffalo wings,Buffalo wings,buffalo wings chicken,American,protein,100g,280,gram:1|piece:30,gram,,estimate — verify,,25.0,3.0,18.0
Bagel,Bagel,bagel,American,staple,100g,250,gram:1|piece:100,gram,,estimate — verify,,10.0,48.0,1.5
Pancakes au sirop,Pancakes with syrup,pancakes syrup,American,dish,100g,280,gram:1|piece:60,gram,,estimate — verify,with syrup,5.0,45.0,8.0
Cornbread,Cornbread,cornbread pain de mais,American,staple,100g,330,gram:1|piece:65,gram,,estimate — verify,,7.0,50.0,11.0
Chili con carne,Chili con carne,chili con carne beans beef,American,dish,100g,130,gram:1|bowl:300|cup:240,gram,,estimate — verify,,9.0,12.0,5.0
Purée-sauce (mashed & gravy),Mashed potato & gravy,mashed potato gravy,American,dish,100g,120,gram:1|cup:210,gram,,estimate — verify,,3.0,18.0,4.5
Coleslaw,Coleslaw,coleslaw cabbage salad,American,side,100g,150,gram:1|cup:120,gram,,estimate — verify,,1.5,12.0,11.0
Hot wings / nuggets,Chicken nuggets,nuggets chicken,American,protein,100g,300,gram:1|piece:18,gram,,estimate — verify,,15.0,16.0,19.0
Cheesecake,Cheesecake,cheesecake,American,dessert,100g,320,gram:1|slice:125,gram,,estimate — verify,,6.0,26.0,22.0
Brownie,Brownie,brownie chocolate,American,dessert,100g,470,gram:1|piece:60,gram,,estimate — verify,,6.0,50.0,29.0
Pad thaï,Pad thai,pad thai noodles,Asian,dish,100g,170,gram:1|plate:350|cup:250,gram,,estimate — verify,,8.0,24.0,5.0
Curry (général),Curry (general),curry,Asian,dish,100g,150,gram:1|plate:300|ladle:150,gram,,estimate — verify,,10.0,10.0,8.0
Curry de légumes,Vegetable curry,curry legumes vegetable,Asian,dish,100g,110,gram:1|plate:300,gram,,estimate — verify,,4.0,14.0,5.0
Riz frit (chinois),Chinese fried rice,riz frit chinois fried rice,Asian,rice dish,100g,165,gram:1|plate:350|cup:250,gram,,estimate — verify,,5.5,24.0,5.0
Nouilles sautées (chow mein),Chow mein,nouilles sautees chow mein noodles,Asian,dish,100g,170,gram:1|plate:350|cup:250,gram,,estimate — verify,,6.0,25.0,5.0
Raviolis / dumplings,Dumplings,raviolis dumplings gyoza dim sum,Asian,dish,100g,200,gram:1|piece:20,gram,,estimate — verify,,7.0,24.0,8.0
Pho,Pho (noodle soup),pho vietnamese noodle soup,Asian,soup,100g,75,gram:1|bowl:400,gram,,estimate — verify,,6.0,10.0,1.5
Bibimbap,Bibimbap,bibimbap korean rice bowl,Asian,dish,100g,155,gram:1|bowl:400,gram,,estimate — verify,,7.0,22.0,4.5
Poulet teriyaki,Teriyaki chicken,teriyaki chicken poulet,Asian,dish,100g,180,gram:1|plate:350|cup:250,gram,,estimate — verify,,15.0,12.0,7.0
Nems / rouleaux frits,Fried spring rolls,nems rouleaux spring rolls,Asian,snack,100g,180,gram:1|piece:60,gram,,estimate — verify,,6.0,22.0,7.5
Rouleaux de printemps frais,Fresh summer rolls,rouleaux printemps frais summer rolls,Asian,snack,100g,95,gram:1|piece:90,gram,,estimate — verify,,4.0,16.0,1.5
Riz basmati vapeur,Steamed basmati rice,riz basmati steamed rice,Asian,staple,100g,130,gram:1|cup:195|plate:250,gram,,estimate — verify,,2.7,28.0,0.3
Naan,Naan bread,naan indian bread,Asian,staple,100g,310,gram:1|piece:90,gram,,estimate — verify,,9.0,50.0,8.0
Samoussa (Asian),Samosa,samoussa samosa,Asian,snack,100g,290,gram:1|piece:50,gram,,estimate — verify,,6.0,30.0,16.0
Poulet tikka masala,Chicken tikka masala,tikka masala chicken curry,Asian,dish,100g,160,gram:1|plate:350|ladle:150,gram,,estimate — verify,,13.0,7.0,9.0
Soupe miso,Miso soup,miso soup soupe,Asian,soup,100g,40,gram:1|bowl:250,gram,,estimate — verify,,3.0,4.0,1.5
